image_id,object_id,object,object_type,object_boundboxed,caption_id
455168416,177506,A man,people,1,2
455168416,177514,dark pants,clothing,1,0
455500368,177943,a wooden sauna,scene,1,2
455500368,0,her,notvisual,0,4
455500368,177942,a bucket,other,1,4
455500368,177943,a sauna,scene,1,3
455500368,177941,A blond-hair woman,people,1,4
455500368,177947,looks,other,0,3
455500368,177944,just a towel,other,1,3
455500368,177943,a sauna,scene,1,4
455500368,177944,a towel,other,1,2
455500368,177941,A girl,people,1,3
455500368,177944,a white terry cloth towel,other,1,1
455500368,177942,a bucket,other,1,2
455500368,177941,A woman,people,1,0
455500368,177944,her upper part,other,1,0
455500368,177944,a towel,other,1,0
455500368,177945,a wooden frame,other,1,0
455500368,177942,a wooden bucket,other,1,0
455500368,0,her,notvisual,0,0
455500368,177941,A young woman,people,1,1
455500368,177943,a sauna,scene,1,1
455500368,177941,A woman,people,1,2
455994083,0,him,notvisual,0,1
455994083,178557,A man,people,1,2
455994083,178558,a microphone,other,1,2
455994083,178562,his mouth,bodyparts,1,2
455994083,178557,A man,people,1,3
455994083,178557,A man,people,1,4
455994083,178560,lights,other,1,3
455994083,178560,colorful light,other,1,1
455994083,178559,a suit,clothing,1,4
455994083,178558,a microphone,other,1,4
455994083,178563,the stage,scene,0,3
455994083,178558,a microphone,other,1,1
455994083,178558,a microphone,other,1,3
455994083,178558,a microphone,other,1,0
455994083,178559,a suit,clothing,1,0
455994083,178561,brown wavy hair,bodyparts,1,0
455994083,178557,A man,people,1,0
455994083,178557,A young man,people,1,1
458004873,180213,a break,scene,0,4
458004873,180217,two men,people,1,4
458004873,180215,the top photo,other,0,4
458004873,0,This,notvisual,0,4
458004873,0,him,notvisual,0,3
458004873,180212,another man,people,1,3
458004873,180211,a bench,other,1,3
458004873,180210,A man,people,1,3
458004873,180210,A person,people,1,0
458004873,0,him,notvisual,0,1
458004873,180212,man,people,1,0
458004873,180216,black and gray floor,scene,1,0
458004873,180210,Top-down view of a man,people,1,1
458004873,180211,a bench,other,1,1
458004873,180212,a standing man,people,1,1
458004873,180211,tan bench,other,1,0
458004873,180211,a bench,other,1,2
458004873,180210,A man,people,1,2
458004873,180212,another man,people,1,2
458004873,0,who,notvisual,0,2
458004873,180218,green shirt,clothing,1,0
458183774,180331,A large tan dog,animals,1,0
458183774,180332,green grass,scene,1,3
458183774,180331,A dog,animals,1,4
458183774,180331,his back,other,1,4
458183774,180331,its back,other,1,0
458183774,180332,a yard of grass,scene,1,0
458183774,180331,Big yellow dog,animals,1,1
458183774,180332,the green lawn,scene,1,1
458183774,180331,Large dog,animals,1,2
458183774,180331,"A large , tan dog",animals,1,3
458183774,180332,the grass,scene,1,4
458183774,180332,green grass,scene,1,2
458183774,180331,its back,other,1,2
458833944,0,he,notvisual,0,2
458833944,180778,a plastic water bottle,other,1,1
458833944,180776,an African man,people,1,2
458833944,180781,woman,people,1,2
458833944,0,they,notvisual,0,2
458833944,180788,hands,bodyparts,1,2
458833944,180777,a bare dirt field,scene,0,1
458833944,180784,a wire,other,1,2
458833944,180779,a device,other,1,2
458833944,180776,Man,people,1,3
458833944,180781,woman,people,1,3
458833944,180777,the desert,scene,0,3
458833944,180780,a homemade cart,vehicles,1,3
458833944,180775,Two people,people,1,4
458833944,180782,Africa,other,0,4
458833944,180780,a homemade toy car,vehicles,1,4
458833944,180775,Two african americans,people,1,0
458833944,180781,one female,people,1,0
458833944,180776,the other male,people,1,0
458833944,180781,the female,people,1,0
458833944,180785,jewelry,clothing,1,0
458833944,180776,the male,people,1,0
458833944,180786,an orange shirt,clothing,1,0
458833944,180787,tan colored pants,clothing,1,0
458833944,0,they,notvisual,0,0
458833944,180777,the middle of a hot plain area,scene,0,0
458833944,180775,An adult couple of an African country,scene,1,1
458833944,0,that,notvisual,0,1
458833944,180780,a toy push car,vehicles,1,1
460935487,182313,a path,scene,1,0
460935487,182312,A dog,animals,1,4
460935487,182315,the corner,scene,1,3
460935487,182312,another dog,animals,1,3
460935487,182312,A dog,animals,1,3
460935487,182314,potted plants,other,1,2
460935487,182313,a hallway,scene,1,2
460935487,182312,A white and black dog,animals,1,2
460935487,182314,some potted plants,other,1,1
460935487,0,the camera,notvisual,0,1
460935487,182312,A dog,animals,1,1
460935487,182314,some potted plants,other,1,0
460935487,0,the camera,notvisual,0,4
460935487,182312,A black and white dog,animals,1,0
461019788,182397,the end of a dock,scene,1,4
461019788,182394,Two people,people,1,4
461019788,182397,the ocean,scene,1,1
461019788,182396,the pier,scene,1,1
461019788,182394,Two people,people,1,0
461019788,182396,the end of a stone jetty,scene,1,0
461019788,182395,A stone dock,scene,1,2
461019788,182394,a couple,people,1,2
461019788,182397,water,scene,1,2
461019788,182396,the end,scene,1,2
461019788,182395,a dock,scene,1,3
461019788,182397,the water,scene,1,3
461019788,182398,embrace,other,1,1
461019788,0,that,notvisual,0,0
461019788,182397,the ocean,scene,1,0
461019788,182394,Two people,people,1,1
461019788,182394,A couple,people,1,3
463554115,185056,a tank top,clothing,1,3
463554115,185051,a pale blue umbrella,clothing,1,2
463554115,185050,A woman,people,1,3
463554115,185051,a blue umbrella,clothing,1,3
463554115,185050,An Asian lady,people,1,0
463554115,185050,A woman,people,1,4
463554115,185053,a teal umbrella,clothing,1,4
463554115,185052,her luggage,other,1,2
463554115,185052,luggage,other,1,3
463554115,185054,a plaza,scene,0,2
463554115,185056,a blue blouse,clothing,1,0
463554115,185058,people,people,1,1
463554115,185050,An asian woman,people,1,2
463554115,0,her,notvisual,0,0
463554115,185060,her right hand,bodyparts,1,0
463554115,0,she,notvisual,0,0
463554115,185052,a lot of baggage,other,1,0
463554115,185059,somebody,people,0,0
463554115,185053,an umbrella,clothing,1,0
463554115,185050,Woman,people,1,1
463554115,185051,a light blue umbrella,clothing,1,1
463554115,185052,luggage,other,1,1
463554115,0,the stone ground,notvisual,0,1
463554115,0,her,notvisual,0,0
468640364,190688,a site,scene,0,3
468640364,190679,Two people,people,1,0
468640364,190681,cameras,other,1,0
468640364,190682,one,other,1,0
468640364,190686,an event,scene,0,4
468640364,190679,Two photographers,people,1,4
468640364,190685,a documentary,other,0,3
468640364,190679,Photographers,people,1,3
468640364,190680,a shot,other,0,1
468640364,190687,as a fellow companion snaps,other,1,2
468640364,190683,A photographer,people,1,2
468640364,190684,a camera,other,1,0
468640364,0,one of them,notvisual,0,1
468640364,190681,cameras,other,1,1
468640364,190679,Two men,people,1,1
468640364,190680,a photo,other,0,2
468760987,190876,his toys,other,1,0
468760987,190869,A man,people,1,1
468760987,190879,outside,scene,0,1
468760987,190877,his small sons,people,1,1
468760987,190869,A man,people,1,4
468760987,190871,one,other,1,1
468760987,190875,a sand box,other,1,2
468760987,190869,A father,people,1,2
468760987,190877,his two boys,people,1,2
468760987,190873,Young boy,people,1,3
468760987,190875,the sand,other,1,3
468760987,190877,two boys,people,1,4
468760987,190875,the sand,other,1,4
468760987,190878,the other,other,1,1
468760987,190875,the sand,other,1,0
468760987,190880,kiss,other,0,0
468760987,190873,another small boy,people,1,0
468760987,190871,a hug,other,1,0
468760987,190871,a small boy,people,1,0
468760987,190870,a lawn chair,other,1,0
468760987,190876,plastic toys,other,1,3
468760987,190869,A man,people,1,0
468760987,190874,a yellow shirt,clothing,1,0
468871328,191085,a pole,other,1,3
468871328,191086,a tree,other,1,4
468871328,191084,two dogs,animals,1,3
468871328,191086,a tree,other,1,2
468871328,191086,a tree,other,1,1
468871328,191087,a city,scene,0,1
468871328,191084,Two dogs,animals,1,1
468871328,191085,a metal pole,other,1,0
468871328,191088,the street,scene,0,0
468871328,191084,Two brown dogs,animals,1,0
468871328,191084,Two dogs,animals,1,4
468871328,191084,Two small dogs,animals,1,2
468930193,191315,shorts,clothing,1,0
468930193,191314,Two athletic men,people,1,1
468930193,191318,short sleeves,clothing,1,0
468930193,0,the air,notvisual,0,0
468930193,191317,buildings,scene,1,1
468930193,191314,two men,people,1,2
468930193,0,the air,notvisual,0,2
468930193,191319,a picture,other,0,2
468930193,191314,Two men,people,1,0
468930193,191320,concrete,other,1,3
468930193,191314,Two guys,people,1,4
468930193,191315,shorts,clothing,1,4
468930193,191314,Two men,people,1,3
469259974,191747,the newspaper,other,1,1
469259974,191745,A man,people,1,4
469259974,191747,the paper,other,1,4
469259974,191749,one,other,0,3
469259974,191748,a table,other,1,3
469259974,191747,the newspaper,other,1,3
469259974,191745,A man,people,1,3
469259974,191747,the newspaper,other,1,2
469259974,191745,A man,people,1,2
469259974,191751,a shop,scene,0,1
469259974,191746,beer,other,1,1
469259974,191745,A man,people,1,0
469259974,191746,a drink,other,1,2
469259974,191745,An African-American man,people,1,1
469259974,191748,a table,other,1,0
469259974,191746,a drink,other,1,0
469259974,191750,glasses,clothing,1,0
469259974,191747,the newspaper,other,1,0
472298482,195436,shoppers,people,1,4
472298482,195434,the mall,other,0,4
472298482,195437,a dark subway tunnel,scene,0,3
472298482,195436,People,people,1,3
472298482,195434,a mall,other,0,2
472298482,195437,dark place,scene,0,1
472298482,195435,Silhouettes of people,people,1,1
472298482,195437,the walkway,scene,0,0
472298482,0,that,notvisual,0,0
472298482,195438,glass cases,other,0,0
472298482,195435,Outlines of people,people,1,0
472298482,195436,People,people,1,2
472925731,196233,two buildings,scene,1,4
472925731,196231,stairs,other,1,4
472925731,196231,a narrow stairway,other,1,0
472925731,196230,A person,people,1,4
472925731,196233,two buildings,scene,1,3
472925731,196231,outdoor stairs,other,1,3
472925731,196230,A person,people,1,3
472925731,196230,A person,people,1,0
472925731,196233,two red houses,scene,1,2
472925731,196234,an alley,scene,0,2
472925731,196231,"narrow , stone steps",other,1,2
472925731,196235,a satchel,clothing,1,2
472925731,196230,A man,people,1,2
472925731,196231,a narrow flight of stairs,scene,1,1
472925731,196232,black clothing,clothing,1,1
472925731,196230,A person,people,1,1
472925731,196231,the base of the stairs,other,1,0
472925731,196233,two red painted buildings,scene,1,0
472925731,196232,black,clothing,1,0
472925731,196233,two bright red buildings,scene,1,1
480048562,204073,Rhythmic gymnasts,people,1,4
480048562,204074,a blue and pink leotard,clothing,1,0
480048562,204073,A gymnast,people,1,0
480048562,204082,her right foot,other,1,0
480048562,204081,her left foot,other,1,0
480048562,0,the air,notvisual,0,0
480048562,204075,a ribbon,other,1,0
480048562,204083,pink and blue,clothing,1,1
480048562,204080,gymnastic feats,other,0,1
480048562,204075,a ribbon,other,1,1
480048562,204073,A young woman,people,1,1
480048562,204074,a blue and pink outfit,clothing,1,2
480048562,204075,a ribbon routine,other,1,2
480048562,204073,A woman,people,1,3
480048562,204078,a large floor,scene,1,3
480048562,204075,ribbons,other,1,3
480048562,0,she,notvisual,0,3
480048562,204074,a uniform,clothing,1,3
480048562,204073,A rhythmic gymnast,people,1,2
480048562,204079,the competitive olympics,scene,0,4
481054596,205477,a couple,people,1,1
481054596,205479,the sidewalk,scene,1,0
481054596,0,that,notvisual,0,0
481054596,205476,The man,people,1,0
481054596,205478,the red shirt,clothing,1,0
481054596,205483,other people,people,1,1
481054596,205477,a photo of the couple,people,1,0
481054596,205477,two people,people,1,4
481054596,205481,a hug,other,1,4
481054596,205476,The man,people,1,2
481054596,205478,the red shirt,clothing,1,2
481054596,205477,a picture of the two people,people,1,2
481054596,205477,A man,people,1,3
481054596,205482,a woman hug,other,0,3
481054596,205479,a street,scene,1,3
481054596,205484,some buildings,scene,1,1
483041457,208421,A male cook,people,1,0
483041457,208423,his apron,clothing,1,0
483041457,208428,outdoors,scene,0,2
483041457,208425,the dish,other,1,0
483041457,208421,A man,people,1,4
483041457,208426,an outdoor grill,other,0,3
483041457,208422,a wok,other,1,3
483041457,208421,A chef,people,1,3
483041457,0,he,notvisual,0,2
483041457,208423,his black apron,clothing,1,2
483041457,208427,a backdrop,scene,1,0
483041457,208424,a blue polo shirt,clothing,1,2
483041457,208423,a black apron,clothing,1,1
483041457,208424,a blue shirt,clothing,1,1
483041457,208421,a man,people,1,1
483041457,0,There,notvisual,0,1
483041457,208426,the grill,other,0,0
483041457,0,he,notvisual,0,0
483041457,208422,a pan of food,other,1,1
483041457,208421,A man,people,1,2
483041457,208425,some food,other,1,4
483041457,208422,a big pan,other,1,4
485296499,211041,magazines,other,1,3
485296499,211039,a store,scene,0,4
485296499,211038,Several people,people,1,2
485296499,211040,history books,other,1,1
485296499,211046,art,other,1,1
485296499,211039,a store,scene,0,1
485296499,211041,books,other,1,4
485296499,211045,an isles,other,1,1
485296499,211042,A couple,people,1,1
485296499,211049,walk,other,0,0
485296499,211051,white jackets,clothing,1,0
485296499,211050,woman,people,1,0
485296499,211044,a man,people,1,0
485296499,211039,a bookstore,scene,0,0
485296499,211048,display,other,1,0
485296499,211040,books,other,1,0
485296499,211043,Three elderly men,people,1,0
485296499,211045,a tile floor,scene,1,2
485296499,211038,The men,people,1,3
485296499,0,both,notvisual,0,0
485296499,211039,a newsstand,scene,0,3
485296499,211038,People,people,1,4
485296499,211039,a store,scene,0,2
485296499,211040,books,other,1,2
485312202,211053,a bench,other,1,1
485312202,211052,A man,people,1,1
485312202,211055,a railing,other,1,0
485312202,211054,his bicycle,vehicles,1,0
485312202,211053,a bench,other,1,0
485312202,211052,A man,people,1,0
485312202,211052,A man,people,1,2
485312202,211053,a bench,other,1,2
485312202,211054,his bike,vehicles,1,2
485312202,211052,A man,people,1,3
485312202,211053,a bench,other,1,3
485312202,211054,a bike,vehicles,1,3
485312202,211052,Man,people,1,4
485312202,211053,a bench,other,1,4
485312202,211054,a bike,vehicles,1,4
485312202,211054,his bike,vehicles,1,1
485312202,211055,the rail,other,1,1
485341861,211094,an American flag,other,1,0
485341861,211093,Three adults,people,1,0
485341861,211093,Three people,people,1,1
485341861,0,that,notvisual,0,0
485341861,211093,A group of three people,people,1,4
485341861,211098,a woman,people,1,3
485341861,211096,Two men,people,1,3
485341861,211100,a position,scene,0,2
485341861,211099,someone,people,1,2
485341861,211093,Two people,people,1,2
485341861,0,it,notvisual,0,1
485341861,211094,an american flag,other,1,1
485341861,211095,a sign,other,1,0
485341861,211095,a sign,other,1,1
485341861,0,that,notvisual,0,1
485966385,211981,a group of people,people,1,0
485966385,211982,a building,scene,0,0
485966385,211983,a bus-stop,other,0,0
485966385,211985,a sidewalk,scene,1,4
485966385,211981,A group of people,people,1,1
485966385,211982,a large hotel,scene,0,3
485966385,211980,A couple,people,1,4
485966385,211987,casual clothing,clothing,1,1
485966385,211984,a city,scene,0,1
485966385,211986,a fence,scene,1,1
485966385,211983,a bus stop,other,0,2
485966385,211984,the city,scene,0,2
485966385,211980,Couples,people,1,3
485966385,211981,People,people,1,2
487423680,213818,Two girls,people,1,0
487423680,213820,yellow flowers,other,1,0
487423680,213821,a bright sunny day,scene,0,0
487423680,213818,Two little girls,people,1,1
487423680,213819,the grass,scene,0,1
487423680,213820,dandelions,other,1,1
487423680,213822,their knees,bodyparts,1,2
487423680,213820,flowers,other,1,2
487423680,213819,a field,scene,0,2
487423680,213820,yellow flowers,other,1,3
487423680,213819,a field,scene,0,3
487423680,213818,Two young girls,people,1,4
487423680,213820,daffodils,other,1,4
487423680,213818,Two girls,people,1,2
487423680,213818,Two girls,people,1,3
488030111,214290,Young girl,people,1,1
488030111,214290,A small child,people,1,4
488030111,214294,a red dress,clothing,1,0
488030111,0,there,notvisual,0,0
488030111,214292,bicycles,vehicles,1,0
488030111,214295,the other side of the railing,other,0,0
488030111,214296,"short , dark hair",bodyparts,1,1
488030111,214293,a pink shirt,clothing,1,1
488030111,214291,stairs,other,1,1
488030111,214292,bicycles,vehicles,1,1
488030111,214291,steps,other,1,0
488030111,214290,A small girl,people,1,0
488030111,214291,a set of cement stairs,other,1,3
488030111,214290,A child,people,1,3
488030111,214291,some stairs,other,1,2
488030111,214290,A small child,people,1,2
488030111,214291,a set of stairs,other,1,4
488196964,214373,a green,clothing,1,1
488196964,214370,A very wet dog,animals,1,0
488196964,0,the camera,notvisual,0,0
488196964,214371,a ball,other,1,0
488196964,214375,its mouth,bodyparts,1,4
488196964,214371,a ball,other,1,4
488196964,214374,water,scene,1,4
488196964,214370,A dog,animals,1,4
488196964,214375,its mouth,bodyparts,1,3
488196964,214371,an object,other,1,3
488196964,214374,the water,scene,1,3
488196964,214370,a brown dog,animals,1,1
488196964,214372,seaweed,other,1,2
488196964,214377,rocks,other,1,2
488196964,214376,a yellow rope,other,1,2
488196964,214370,A dog,animals,1,2
488196964,214374,rock covered beach,scene,1,1
488196964,214371,a ball,other,1,1
488196964,214370,A dog,animals,1,3
488196964,214374,a mossy pond,scene,1,0
488437872,214538,an indoor scene,scene,0,4
488437872,214532,Woman,people,1,0
488437872,214534,white sweater,clothing,1,0
488437872,214537,a drink,other,1,0
488437872,214531,man,people,1,0
488437872,214532,A woman,people,1,1
488437872,214534,a white sweater,clothing,1,1
488437872,214531,a man,people,1,1
488437872,214533,the middle of a crowd,people,0,1
488437872,214541,jacket,clothing,1,0
488437872,214536,a black vest,clothing,0,2
488437872,214532,a woman,people,1,2
488437872,214542,black hair,bodyparts,1,2
488437872,214535,People,people,1,3
488437872,214540,digital cameras,other,1,3
488437872,214533,a small area,scene,0,3
488437872,214531,a man,people,1,4
488437872,214532,a woman,people,1,4
488437872,214531,A man,people,1,2
488518506,214603,rocks,other,1,1
488518506,214595,a blue shirt,clothing,1,1
488518506,214594,A man,people,1,1
488518506,214596,something,other,1,0
488518506,214594,a man,people,1,0
488518506,214595,a blue shirt,clothing,1,0
488518506,214601,blue shorts,clothing,1,0
488518506,214599,shallow water,scene,0,1
488518506,214599,"the shallow , clear waters",scene,0,0
488518506,214597,a scenic tropical beach,scene,1,1
488518506,214599,water,scene,0,4
488518506,214596,fishing nets,other,1,2
488518506,214599,sea,scene,0,2
488518506,214598,some islands,scene,0,2
488518506,214594,A man,people,1,3
488518506,214599,the water,scene,0,3
488518506,214596,a fishing net,other,1,3
488518506,214594,A man,people,1,4
488518506,0,the background,notvisual,0,0
488518506,214596,a net,other,1,4
488518506,214594,Man,people,1,2
488518506,214602,green mountains,scene,1,0
488518506,214600,a beautiful blue sky,scene,1,0
489372715,215826,A brown dog,animals,1,0
489372715,215828,large ears,bodyparts,1,0
489372715,215826,a tan dog,animals,1,4
489372715,215830,the sand,other,0,3
489372715,215827,his head,bodyparts,1,3
489372715,215826,An orange dog,animals,1,3
489372715,215830,sand,other,0,2
489372715,215827,his head,bodyparts,1,2
489372715,215826,its body,bodyparts,1,4
489372715,215833,the beach,scene,0,1
489372715,215830,sand,other,0,0
489372715,215826,A brown dog,animals,1,2
489372715,215826,dog,animals,1,1
489372715,215827,its head,bodyparts,1,1
489372715,215826,The orange,clothing,1,1
489372715,215826,its self,other,1,0
492323406,218755,orange balding hair,bodyparts,1,1
492323406,218749,A man,people,1,1
492323406,218753,a kitchen,scene,0,0
492323406,218766,white paint,other,1,1
492323406,0,it,notvisual,0,1
492323406,218753,a kitchen,scene,0,1
492323406,218749,A man,people,1,2
492323406,218754,a red jacket,clothing,1,2
492323406,218754,a red leather jacket,clothing,1,1
492323406,218755,bright yellow hair,bodyparts,1,2
492323406,218752,one women,people,1,3
492323406,218751,Two men,people,1,3
492323406,218761,a stove,other,1,3
492323406,218759,Two people,people,1,4
492323406,218753,the kitchen,scene,0,4
492323406,218749,another person,people,1,4
492323406,0,that,notvisual,0,0
492323406,218754,red and white shirt,clothing,1,0
492323406,218760,a can,other,1,0
492323406,218762,back of the others,other,0,0
492323406,218749,one of whom,other,1,0
492323406,218757,Three people,people,1,0
492323406,218751,his friend,people,1,2
492323406,218752,me,other,1,0
492341908,218799,a 4 wheeler,other,1,2
492341908,218798,Two young girls,people,1,3
492341908,218798,Two girls,people,1,2
492341908,218800,sand,other,1,1
492341908,0,that,notvisual,0,1
492341908,218799,a black ATV,vehicles,1,1
492341908,218798,Two kids,people,1,1
492341908,218802,a bridge,scene,1,0
492341908,218800,the sand,other,1,0
492341908,218799,an ATV,vehicles,1,0
492341908,218798,Two girls,people,1,0
492341908,218799,an ATV,vehicles,1,4
492341908,218798,Two girls,people,1,4
492341908,218799,an ATV,vehicles,1,3
494625641,221881,pedestrians,people,1,2
494625641,221874,A woman,people,1,0
494625641,221875,a red bike,vehicles,1,0
494625641,221877,an orange,clothing,1,0
494625641,221878,blue messenger,people,1,0
494625641,221883,her shoulder,bodyparts,1,0
494625641,221874,A blond girl,people,1,1
494625641,221876,a blue coat,clothing,1,1
494625641,221884,a city crosswalk,scene,1,2
494625641,221879,her helmet,clothing,1,1
494625641,221874,A woman,people,1,2
494625641,221875,her bike,vehicles,1,4
494625641,221882,red light,other,1,4
494625641,221874,A woman,people,1,4
494625641,221875,a red bike,vehicles,1,3
494625641,221875,a bike,vehicles,1,2
494625641,221874,A blond girl,people,1,3
494625641,221875,her bike,vehicles,1,1
494625641,221880,pants,clothing,1,3
494625641,221876,a blue shirt,clothing,1,3
495033548,222264,soccer,other,0,1
495033548,0,they,notvisual,0,0
495033548,222265,a soccer ball,other,1,0
495033548,222261,two soccer players,people,1,1
495033548,222263,a field,scene,1,1
495033548,222262,Two opposing footballers,people,1,2
495033548,222262,Two male soccer players,people,1,3
495033548,222264,game action,other,0,3
495033548,222261,Men,people,1,4
495033548,222263,a field,scene,1,2
495033548,222261,Two men,people,1,0
495033548,222266,a soccer game,other,0,4
498957941,226400,A little boy,people,1,1
498957941,226401,picture,other,0,1
498957941,226400,A distorted image of a young boy,people,1,0
498957941,226400,A boy,people,1,2
498957941,226402,a blue shirt,clothing,1,2
498957941,226400,Little boy,people,1,3
498957941,226400,A young boy,people,1,4
502171786,227126,a chessboard,other,1,4
502171786,227124,glasses,clothing,1,2
502171786,227124,a picture of an ashtray and glasses,clothing,1,1
502171786,227126,a dimly lit checkerboard,other,1,2
502171786,227124,A bunch of different glasses,clothing,1,3
502171786,227126,a checkerboard,other,1,3
502171786,227124,An ashtray,other,1,4
502171786,227126,a checkered table,other,1,1
502171786,227124,Ashtrays,other,1,2
502171786,227124,an ashtray,other,1,0
502171786,227124,four beverage glasses,clothing,1,0
502171786,227126,a checker-table,other,1,0
502171786,227128,This image,other,1,0
504859922,227525,the daylight,other,0,0
504859922,227531,telescopes,other,1,2
504859922,227519,various individuals,people,1,2
504859922,227524,This photograph,other,0,2
504859922,227520,an urban area,scene,0,0
504859922,227521,an urban plaza,scene,0,1
504859922,227520,the city,scene,0,4
504859922,227521,a plaza,scene,0,2
504859922,227522,telescopes,other,1,4
504859922,227526,the street,scene,0,4
504859922,227530,outwear,other,1,0
504859922,227519,Two people,people,1,0
504859922,227519,People,people,1,4
504859922,227523,A man,people,1,3
504859922,227522,various sized telescopes,other,1,1
504859922,227527,a woman,people,1,3
504859922,227522,telescopes,other,1,3
504859922,227529,other individuals,people,1,0
504859922,227522,this group of equipment,other,1,0
504859922,227519,Several people,people,1,1
504859922,227522,telescopes,other,1,0
504859922,227528,items,other,0,0
504859922,227530,a blue windbreaker,clothing,1,3
504859922,227532,tripods,other,1,0
505062117,227559,A black dog,animals,1,4
505062117,227562,the water,scene,0,3
505062117,227561,its mouth,bodyparts,1,3
505062117,227560,a ball,other,1,3
505062117,227559,A black dog,animals,1,3
505062117,227561,its mouth,bodyparts,1,2
505062117,227560,a tennis ball,other,1,2
505062117,227561,his mouth,bodyparts,1,1
505062117,227560,a ball,other,1,4
505062117,227560,a tennis ball,other,1,1
505062117,227562,the water,scene,0,1
505062117,227559,A dog,animals,1,0
505062117,227562,the water,scene,0,0
505062117,227560,a tennis ball,other,1,0
505062117,227559,A black dog,animals,1,1
505062117,227561,his mouth,bodyparts,1,0
505062117,227559,A black dog,animals,1,2
505062117,227561,its mouth,bodyparts,1,4
506463864,227898,a smooth rock face,bodyparts,0,4
506463864,227902,a woman,people,1,1
506463864,0,that,notvisual,0,0
506463864,227900,Two men,people,1,1
506463864,227904,a nature area,scene,0,0
506463864,227898,the bottom of a cliff face,bodyparts,0,1
506463864,227901,a walk,other,0,0
506463864,227896,Three young people,people,1,0
506463864,227905,small tree trunks,clothing,1,0
506463864,227897,rock formations,other,0,0
506463864,227903,two children,people,1,3
506463864,227897,nature,other,0,3
506463864,227896,People,people,1,4
506463864,227896,The adolescents,people,1,2
506463864,227897,a rock formation,other,0,2
506463864,227899,The adult,people,1,3
506485519,227933,a female,people,1,3
506485519,227938,backpacks,clothing,1,2
506485519,227933,a girl,people,1,2
506485519,227932,A guy,people,1,2
506485519,227932,A man,people,1,4
506485519,227940,the woods,other,0,3
506485519,227932,A male,people,1,3
506485519,227936,a mountain,scene,0,4
506485519,227933,woman,people,1,4
506485519,227934,a park of some sort,other,0,1
506485519,227937,some rocks,other,1,1
506485519,227939,couple,people,1,1
506485519,0,This,notvisual,0,1
506485519,227935,a heavily treed area,scene,0,0
506485519,227937,a large rock,other,1,0
506485519,227938,backpacks,clothing,1,0
506485519,227933,a woman,people,1,0
506485519,227932,A man,people,1,0
507035997,228098,kabobs,other,1,4
507035997,228096,blue jeans seasons meat,other,1,1
507035997,228097,a grill,other,1,1
507035997,0,it,notvisual,0,1
507035997,228093,a backyard,scene,1,1
507035997,228092,A man,people,1,2
507035997,228097,a grill,other,1,3
507035997,228098,kabobs,other,1,2
507035997,228094,a barbecue,other,1,2
507035997,228093,his backyard,scene,1,2
507035997,228092,A man,people,1,3
507035997,228096,a green shirt seasoning food,other,1,3
507035997,228094,the barbecue pit,other,1,0
507035997,228092,A man,people,1,1
507035997,228095,a green shirt,clothing,1,1
507035997,228100,meat,other,1,1
507035997,228092,A man,people,1,4
507035997,0,that,notvisual,0,0
507035997,228098,the skewers,other,1,0
507035997,228092,A partially bald and overweight man,people,1,0
507035997,228095,a lime green t-shirt,clothing,1,0
507419384,228187,a card game,other,0,3
507419384,228189,Two boys,people,1,0
507419384,228190,two girls,people,1,0
507419384,228187,a card game,other,0,4
507419384,228186,Some youngsters,people,1,4
507419384,228186,Four children,people,1,3
507419384,228188,a table,other,1,2
507419384,228187,cards,other,0,2
507419384,228186,four children,people,1,2
507419384,228188,a table,other,1,1
507419384,228187,cards,other,0,1
507419384,228186,Four people,people,1,1
507419384,228187,a game of cards,other,0,0
507419384,228188,a table,other,1,0
508537723,228499,a conference table,other,1,3
508537723,228498,People,people,1,4
508537723,228500,computers,other,1,3
508537723,228500,several computers,other,1,2
508537723,228499,a meeting table,other,1,2
508537723,228498,A group of people,people,1,2
508537723,228498,A group of people,people,1,3
508537723,228498,A group of six people,people,1,0
508537723,228501,a meeting,other,0,0
508537723,228498,A group of people,people,1,1
508537723,228500,many computers,other,1,4
508537723,228499,a table,other,1,4
508537723,0,one another,notvisual,0,0
508537723,228504,one man,people,1,1
508537723,228502,his laptop,other,1,1
510372508,228913,People,people,1,2
510372508,228921,a headscarf,clothing,1,0
510372508,228918,a gray sidewalk,scene,0,1
510372508,228917,Two women,people,1,1
510372508,228914,the street,scene,0,0
510372508,228922,bags,clothing,1,0
510372508,228916,People,people,1,3
510372508,228914,a city street,scene,0,3
510372508,228914,a street,scene,0,4
510372508,228914,the sidewalk,scene,0,2
510372508,228915,A woman,people,1,0
510372508,228920,a black skirt,clothing,1,0
510372508,228919,a woman,people,1,0
510372508,228913,Women,people,1,4
510531976,228986,gray pants,clothing,1,2
510531976,228985,a white shirt,clothing,1,2
510531976,228978,The breakdancer,people,1,2
510531976,228979,a colorful wall,other,1,1
510531976,228982,a white tracksuit,other,1,1
510531976,0,the ground,notvisual,0,1
510531976,228980,Children,people,1,3
510531976,228978,A boy,people,1,1
510531976,0,a colorful background,notvisual,0,0
510531976,228978,a man,people,1,3
510531976,228978,A man,people,1,0
510531976,228983,dance moves,other,0,3
510531976,228984,his forearms,bodyparts,1,0
510531976,228981,a child,people,1,0
510531976,228978,A city breakdancer,people,1,4
512101751,229345,a muzzle,clothing,1,0
512101751,229346,grass,scene,0,1
